,far_LYM,around_LYM,inside_LYM
424498,9.332915753210147,11.055433761352958,4.8230504227998745
425123,0.48889509708059786,5.084509009638218,7.808353121944406
425217,1.5931785033097723,1.94098507797599,1.8175698418041064
425876,15.420168067226891,24.45378151260504,26.218487394957986
427147,0.3109524357940804,5.539560059887136,2.52216975699643
427569,6.214203894616266,2.978235967926689,0.572737686139748
431982,1.4263074484944533,2.1455565037181517,3.3768133609655004
434280,7.0672816060770485,2.6180141074335324,1.0444926749864352
434707,0.0413564929693962,2.3986765922249793,1.3647642679900744
435390,0.08408660920748372,2.1862518393945765,6.495690561278117
436112,51.726302573760194,3.8292529817953542,0.3766478342749529
436654,0.7736156351791531,6.005700325732899,1.9543973941368076
437430,1.100440176070428,13.965586234493799,4.6618647458983595
437528,9.809119830328738,19.51219512195122,2.863202545068929
439883,16.940133037694014,13.791574279379157,5.646711012564671
440399,1.2090748539600598,4.578182312185844,11.343567450074717
443769,4.076690211907164,22.21997981836529,12.169525731584258
444131,0.7102569458951327,5.389596824733654,5.91184457906831
444402,6.827880512091039,3.4708392603129448,3.52773826458037
444879,5.652759084791386,1.1215791834903546,1.031852848811126
445905,6.207827260458839,1.1246063877642825,1.214574898785425
446264,33.33333333333333,10.197869101978691,1.97869101978691
446364,5.34453139912197,15.384615384615385,16.529872112998664
447206,12.56517205422315,83.26381647549532,29.822732012513036
449400,1.1083402604599613,0.41562759767248547,0.8035466888334718
449645,1.2009087958455047,2.9535864978902953,0.6491398896462187
451177,1.1090573012939002,1.4294516327788047,1.6635859519408502
454779,18.00302571860817,44.78063540090771,3.9334341906202726
456047,0.10248901903367497,0.8052708638360175,1.390922401171303
456885,0.8581682009673895,3.276642221875488,2.605710719300983
458132,5.142857142857142,41.14285714285714,6.095238095238095
458524,0.42330399910883365,5.257881252088671,4.745460621588505
459202,1.5077271013946476,6.370147003392386,2.186204297022239
462613,8.202099737532809,9.776902887139109,5.511811023622047
463229,0.8798140770252325,3.336653386454183,2.5730411686586985
465494,2.6208858187728565,3.0881755383990246,0.5282405526208858
467506,0.39970930232558144,16.460755813953487,13.880813953488373
470604,4.4126786824114355,11.653200745804849,4.661280298321939
471714,1.2741859367626238,5.757432751297782,2.1236432279377064
473772,67.35849056603773,29.339622641509433,2.6415094339622645
476802,6.018518518518518,0.4629629629629629,0.0
476914,3.3004423273222185,5.103776794828173,1.4290575025518883
480984,48.494623655913976,84.19354838709677,3.978494623655914
482851,6.024096385542169,7.460611677479147,1.9462465245597778
483076,1.8320610687022902,23.053435114503817,5.9541984732824424
483634,4.823602872307212,9.132063690290353,6.384639400561973
484480,1.7305585980284774,0.9638554216867471,0.9200438116100766
484782,20.496894409937887,11.663216011042097,6.418219461697723
484793,2.1962937542896364,16.266300617707618,6.108442004118051
485975,54.22297297297297,58.36148648648649,11.317567567567567
497169,8.4375,0.625,0.0
499060,60.66350710900474,13.744075829383887,0.47393364928909953
499446,4.937655860349127,15.910224438902743,6.832917705735661
499543,2.629159772016915,4.853833425261997,2.849788564074278
500841,8.436213991769549,6.344307270233196,1.7146776406035666
501493,31.80327868852459,7.049180327868852,0.32786885245901637
506084,0.920944652138233,0.9027081243731194,4.540895413513267
506164,7.0346684617973745,32.68259845169976,9.188825311342983
536404,3.431708991077557,1.269732326698696,1.578586135895676
537609,5.790108564535585,7.599517490952954,2.8950542822677927
539359,0.04571776897287413,6.491923194148126,5.4404145077720205
541857,1.1145142079292156,1.0974987238386933,2.2885826101752595
542878,1.8921475875118259,13.339640491958374,1.7975402081362346
543917,10.675717371181733,19.222462203023756,6.3252082690527605
544603,26.910994764397905,44.712041884816756,17.12041884816754
545141,13.584319813700757,18.668736658257327,11.022705220260043
545525,1.4561294337274424,1.8792781580584939,5.874299937772246
554491,0.9444186406564483,1.5017804613717294,1.2385818238117356
554761,3.968713789107764,1.7960602549246814,0.7531865585168018
555040,3.100046970408642,6.904650070455613,8.219821512447158
555574,20.07168458781362,14.029697900665642,16.077828981054786
556363,3.983844317973196,3.0291903800257023,4.88342206719295
559023,67.46031746031747,59.72222222222222,16.865079365079367
560542,38.89830508474576,28.559322033898304,4.745762711864407
562385,24.281609195402297,39.15229885057471,13.218390804597702
562519,10.014947683109119,9.267563527653214,2.600896860986547
563165,63.48993288590604,44.56375838926174,6.174496644295302
563254,5.699481865284974,7.9200592153960025,2.220577350111029
563299,1.445302766010466,4.261151258410167,8.995763767754797
563512,0.5402160864345739,8.643457382953182,9.453781512605042
564047,0.32085561497326204,5.225362872421696,2.4140565317035905
608744,2.3623511904761902,3.218005952380952,3.0691964285714284
