,STR,LYM,DEB,NORM
424498,0.37209302325581395,0.16494845360824742,0.10714285714285714,0.40217391304347827
425123,0.42588652482269507,0.14,0.28,0.12753729518219625
425217,0.45,0.09,0.02072594501718213,0.3077003997475279
425876,0.40192307692307694,0.35,0.08,0.18335187245087134
427147,0.46,0.030612244897959183,0.15306122448979592,0.03
427569,0.41439393939393976,0.14,0.36363636363636365,0.27
431982,0.318821603927987,0.10399274047186965,0.14614963003562625,0.19
434280,0.17,0.08639551192145872,0.4520203735144313,0.29
434707,0.20851648351648353,0.05,0.43887506222000994,0.25
435390,0.06833855799373044,0.13541666666666666,0.5922193877551021,0.2
436112,0.25252525252525254,0.22,0.13402061855670103,0.5280398322851153
436654,0.3254069767441861,0.061224489795918366,0.26262626262626265,0.2727272727272727
437430,0.3125631313131314,0.12121212121212122,0.27472527472527475,0.031914893617021274
437528,0.5112857142857143,0.13864661654135346,0.2608695652173913,0.37250000000000005
439883,0.07,0.4,0.04089466089466101,0.33
440399,0.3402061855670103,0.03125,0.43,0.011111111111111112
443769,0.3892496392496393,0.21212121212121213,0.3333333333333333,0.03744186046511628
444131,0.4231734648139849,0.17,0.01,0.22088888888888908
444402,0.5,0.01020408163265306,0.6,0.010416666666666666
444879,0.4969696969696969,0.07,0.0136986301369863,0.20707692307692294
445905,0.5162105263157897,0.07942857142857145,0.013351351351351357,0.21212121212121213
446264,0.6852573865367043,0.047112462006079055,0.07142857142857142,0.022222222222222227
446364,0.5349667774086377,0.26,0.35309009679821285,0.0625
447206,0.2,0.46464646464646464,0.050505050505050504,0.05102040816326531
449400,0.21794871794871795,0.030303030303030304,0.390625,0.2
449645,0.34035087719298257,0.061855670103092786,0.041666666666666664,0.374468085106383
451177,0.46,0.05417251051893424,0.13131313131313133,0.13186813186813187
454779,0.3098115890508354,0.3046129374337222,0.04047229047229048,0.24059445708930244
456047,0.35714285714285715,0.010869565217391304,0.443051948051948,0.012048192771084338
456885,0.11,0.13853427895981094,0.35,0.27311004784689
458132,0.4789893617021277,0.18628571428571433,0.04,0.4360000000000002
458524,0.36363636363636365,0.17,0.11000000000000001,0.21
459202,0.0446464646464647,0.07,0.22,0.45934693877551025
462613,0.48877718026654215,0.13,0.1336620349619006,0.12
463229,0.4628409734012451,0.11,0.030927835051546393,0.1
465494,0.6097560975609756,0.0807266210492017,0.09482020547945205,0.38887755102040816
467506,0.5521643433602347,0.1330633284241531,0.07,0.04
470604,0.43875709989976613,0.14523195876288664,0.06976744186046512,0.28
471714,0.14473684210526316,0.10989010989010989,0.25925925925925924,0.34
473772,0.3849358974358975,0.3055295220243676,0.02040816326530612,0.025333333333333596
476802,0.3517857142857143,0.011074481074481075,0.44463408931494036,0.0
476914,0.28,0.13642590286425904,0.3820918296573727,0.26
480984,0.7106143488323164,0.26,0.01,0.17
482851,0.3233214497920381,0.03621029572836803,0.1111111111111111,0.14785353535353538
483076,0.37,0.16388792805257693,0.02,0.36
483634,0.3434343434343434,0.13653061224489885,0.3048165869218505,0.09183673469387757
484480,0.20910493827160492,0.09,0.04519918283963228,0.42424242424242425
484782,0.06,0.32058333333333333,0.08450704225352113,0.19947887164382
484793,0.11320754716981132,0.1836734693877551,0.2857142857142857,0.5714285714285714
485975,0.48522727272727284,0.24489795918367346,0.22022222222222226,0.34034343434343445
497169,0.5979487179487178,0.052857142857142846,0.22461538461538452,0.08243186582809216
499060,0.6326492537313434,0.18181818181818182,0.010101010101010102,0.16464646464646468
499446,0.21999999999999997,0.24,0.2222222222222222,0.2752319109461966
499543,0.4479166666666667,0.16,0.14,0.16080808080808082
500841,0.47966553993951255,0.1850353892821032,0.25,0.23232323232323232
501493,0.5199317114810073,0.15151515151515152,0.13387778090678684,0.1183195095564371
506084,0.3156874871160584,0.15151515151515152,0.04081632653061224,0.2097582417582417
506164,0.5172413793103449,0.13168131868131885,0.1109890109890111,0.050505050505050504
536404,0.46808510638297873,0.08,0.011494252873563218,0.21
537609,0.15,0.16,0.3233589743589745,0.18211143695014664
539359,0.3620104841196423,0.25463105896881755,0.2011904761904762,0.017857142857142856
541857,0.31313131313131315,0.11,0.20391156462585053,0.24189473684210547
542878,0.41,0.06006060606060607,0.5,0.1737083333333334
543917,0.15,0.19,0.18,0.39
544603,0.52,0.4,0.0,0.14056565656565656
545141,0.36920408163265317,0.2222222222222222,0.26262626262626265,0.020202020202020204
545525,0.36,0.1060022468303643,0.3407842157842158,0.043478260869565216
554491,0.16,0.05,0.3939393939393939,0.3187368421052633
554761,0.47,0.07,0.01,0.27
555040,0.2156250000000003,0.17,0.39209486166007923,0.09393939393939463
555574,0.4489795918367347,0.19298245614035087,0.4691358024691358,0.02127659574468085
556363,0.2206958073148974,0.14660087719298245,0.17073170731707318,0.24242424242424243
559023,0.4889166666666667,0.42,0.02,0.029000000000000057
560542,0.04,0.36,0.0,0.34
562385,0.6377568084089823,0.3,0.14285714285714285,0.11844335414808208
562519,0.2591902215431628,0.15,0.4094545454545455,0.09
563165,0.27686234817813765,0.3,0.31213235294117647,0.4859848484848485
563254,0.16,0.08,0.05,0.5555555555555556
563299,0.36,0.08,0.375,0.07228915662650602
563512,0.3957417582417583,0.16666666666666666,0.23689169715109196,0.1702127659574468
564047,0.30612244897959184,0.0759493670886076,0.17,0.09
608744,0.1836734693877551,0.11354264292408625,0.38,0.31
