,STR,LYM,DEB,NORM
329-8,0.40285009591668963,0.24216905901116428,0.20903296703296712,0.32
334-8,0.4739473684210526,0.20841269841269858,0.16981132075471694,0.07850000000000003
338-8,0.35353535353535354,0.24242424242424243,0.12121212121212122,0.08
343219,0.09091836734693878,0.14285714285714285,0.01129979570990807,0.43
344979,0.22,0.09,0.49,0.0707070707070707
347456,0.34575139146567724,0.04477611940298507,0.21196495619524408,0.11307604624653982
351691,0.3692124542124542,0.3406359597848959,0.11995652173913042,0.014492753623188408
355632,0.4016494845360826,0.020366934652648952,0.1326530612244898,0.12
356560,0.550561797752809,0.031578947368421054,0.22340425531914893,0.08247422680412371
367578,0.15,0.21474654377880187,0.164397299903568,0.24291564291564294
372933,0.49,0.09090909090909091,0.020202020202020204,0.14
377316,0.41,0.1,0.15151515151515152,0.19463992493549143
383452,0.4116565656565655,0.19632653061224475,0.07,0.33
387936,0.13123249299719889,0.0475989127151918,0.1588681849551415,0.6187584043030031
392543,0.3192340425531916,0.03225806451612903,0.25,0.03
399566,0.46,0.13,0.17,0.09
399894,0.42,0.15,0.20202020202020202,0.16
401756,0.6260000000000002,0.0804848484848485,0.10060606060606064,0.2084742268041238
402791,0.15252525252525248,0.14522961574507962,0.14,0.2520202020202019
406103,0.6770833333333334,0.0,0.010526315789473684,0.08695652173913043
407763,0.5101428571428572,0.020833333333333332,0.05,0.06521739130434782
410311,0.4,0.010416666666666666,0.38,0.02
412413,0.16161616161616166,0.10214141414141407,0.36230661040787615,0.5238669438669439
412900,0.23249516441005807,0.10999999999999999,0.0,0.39
417798,0.4145318352059925,0.20026315789473684,0.1724137931034483,0.2540322580645161
418077,0.6712328767123288,0.0,0.38461538461538464,0.016666666666666666
418903,0.47,0.12,0.21000000000000002,0.06
419183,0.3333333333333333,0.14285714285714285,0.10040404040404038,0.1414141414141414
419284,0.3086060606060603,0.17978947368421047,0.43434343434343436,0.26
421045,0.34010309278350515,0.14359351988217967,0.055881618381618384,0.28408057179987
422085,0.01,0.23232323232323232,0.13479452054794522,0.2580000000000001
486394,0.23000000000000004,0.23232323232323232,0.36218181818181816,0.16260564831993402
486492,0.5254966054815187,0.07,0.12121212121212122,0.24193939393939384
487777,0.28481203007518807,0.12290759000229315,0.2765957446808511,0.17184750733137832
488510,0.12121212121212122,0.5217777777777778,0.011210986267166042,0.19220779220779216
488697,0.1967234262125903,0.2030509173366316,0.20202020202020202,0.6534262048192772
489618,0.10240711669283098,0.0,0.2824882075471698,0.3270833333333334
490172,0.28,0.09,0.3886143931256713,0.3939393939393939
506951,0.21516936671575865,0.020833333333333332,0.42190093708166004,0.10309278350515463
507867,0.27213438735177875,0.02127659574468085,0.22,0.14
509223,0.40963855421686746,0.10526315789473684,0.06,0.1
510773,0.5398319327731094,0.2747527472527473,0.25345454545454565,0.069045709703288
513202,0.3231060606060607,0.10618272841051321,0.15384615384615385,0.29
514134,0.4649344341913552,0.2,0.10890774125132585,0.061224489795918366
514719,0.29292929292929293,0.14285714285714285,0.19,0.29106741573033706
516485,0.23404255319148937,0.07,0.30612244897959184,0.34
517303,0.15789473684210525,0.06896551724137931,0.16875293381317477,0.2603049124788255
517455,0.3333333333333333,0.0,0.04081632653061224,0.3370786516853933
518298,0.3838915470494418,0.0,0.03529411764705882,0.18518518518518517
518917,0.012048192771084338,0.09782608695652174,0.1276595744680851,0.32926829268292684
521002,0.30927835051546393,0.2222222222222222,0.16,0.16
523231,0.20987654320987653,0.4166666666666667,0.06060606060606061,0.5666666666666667
523564,0.21883561643835617,0.15672977624784856,0.17114624505928858,0.3521446862996158
523671,0.4736842105263157,0.03,0.2602191780821918,0.20408163265306123
524229,0.27906976744186046,0.14981481481481487,0.17535505430242276,0.15584239130434796
525077,0.29079454337186295,0.35,0.4392857142857143,0.15075757575757576
525536,0.32,0.10674468085106432,0.22,0.29
525759,0.28994202898550725,0.3155606407322654,0.2,0.16161616161616163
526451,0.13131313131313133,0.17454961991044468,0.14,0.38383838383838387
527272,0.0,0.0,0.07194444444444445,0.44249999999999995
528577,0.18113636363636365,0.14914141414141419,0.06521739130434782,0.5185050505050506
528973,0.35,0.12,0.29205050505050584,0.4536082474226804
529152,0.03909433962264153,0.08327989005955111,0.14958243117847203,0.631801629963586
529482,0.1898987341772152,0.1903838383838385,0.3410817031070196,0.16
530350,0.42999999999999994,0.44000000000000006,0.07721212121212163,0.02
530416,0.631578947368421,0.2,0.32000000000000006,0.1919191919191919
530955,0.3877551020408163,0.01020408163265306,0.13,0.08
531190,0.41227941176470584,0.11764705882352941,0.08673163418290854,0.37358665430954585
531253,0.09,0.36,0.010000000000000002,0.47
531682,0.5035353535353537,0.2222222222222222,0.12333263202188098,0.30559006211180134
532255,0.3673469387755102,0.21000000000000002,0.289376961004034,0.02127659574468085
547362,0.6494117647058825,0.12202020202020203,0.16181818181818186,0.6043606799704362
547404,0.44649616368286466,0.08658251519401602,0.24489795918367346,0.04040404040404041
548299,0.5,0.027435312024353085,0.21980219780219776,0.08
548657,0.2,0.09,0.246346280447663,0.38240647118301324
548789,0.46656785243741844,0.13905263157894826,0.37370407370407377,0.14
548907,0.35,0.282354797979798,0.14,0.32
550057,0.532608695652174,0.0,0.09090909090909091,0.08235294117647059
550399,0.31,0.22,0.58,0.1326530612244898
550861,0.10113924050632916,0.02631578947368421,0.3973981900452489,0.3453968253968255
553524,0.6152663165791448,0.14199999999999996,0.010101010101010102,0.40699999999999986
564099,0.18913819479857216,0.11538461538461539,0.29356866537717596,0.4363031914893617
564544,0.05555555555555555,0.05196158008658009,0.16004938271604938,0.5148481973434536
564679,0.22268041237113412,0.12244897959183673,0.2860088365243005,0.460236559139785
565528,0.537479215164616,0.021052631578947368,0.29326829268292687,0.04040404040404041
565711,0.2008015478164732,0.05357142857142857,0.4581967213114758,0.5316715542521994
566401,0.4096326530612246,0.17,0.14,0.31250505050505073
567075,0.5405882352941176,0.17708333333333334,0.3333333333333333,0.13
568135,0.38327018361993587,0.08022988505747126,0.30612244897959184,0.40816326530612246
568405,0.25773195876288657,0.3265091299677766,0.047563025210084084,0.16
570876,0.6370909090909092,0.3,0.030303030303030304,0.09018181818181817
571480,0.201818181818182,0.02666666666666667,0.2,0.35353535353535354
571609,0.3443548387096774,0.24300699300699302,0.03174692049272117,0.6288659793814433
572248,0.39361702127659576,0.047058823529411764,0.21,0.37777777777777777
573446,0.43163992869875223,0.09328703703703706,0.03176470588235303,0.5269692227438708
573564,0.43529411764705883,0.17708333333333334,0.17,0.29292929292929293
579086,0.6960000000000001,0.11,0.20618556701030927,0.08600000000000009
580160,0.350593555681176,0.183442265795207,0.3727272727272728,0.5111625216888378
581161,0.29621212121212115,0.26262626262626265,0.3181818181818182,0.10963829787234033
582956,0.39857142857142897,0.16666666666666666,0.19047619047619047,0.03333333333333333
587128-9B,0.53,0.1,0.020202020202020207,0.4387755102040817
587615,0.4781642512077295,0.18181818181818182,0.06864035087719306,0.2772258669165886
587672,0.45934693877551047,0.030612244897959183,0.1111111111111111,0.05154639175257732
588904,0.08,0.17,0.23970833333333336,0.3343859649122809
589145,0.13131313131313133,0.13,0.5271515151515156,0.22
589200,0.36,0.0,0.31958762886597936,0.12121212121212122
589544,0.4020618556701031,0.0,0.06060606060606061,0.5416666666666666
590294-7A,0.45,0.2,0.15367892976588626,0.32
591542-C,0.12121212121212122,0.31,0.5,0.07007070707070717
592012,0.6155303030303032,0.35353535353535354,0.13991397849462367,0.09689274974941553
593238,0.46875,0.15875831485587588,0.040928152082750933,0.14666666666666667
594246,0.07496607869742197,0.12577505407353998,0.013810945273631837,0.4027272727272727
595265,0.3229166666666667,0.05,0.2765957446808511,0.04040404040404041
596454,0.3684210526315789,0.22,0.3434343434343434,0.03
596673,0.351439299123905,0.030927835051546393,0.2,0.2649890109890113
598094,0.3724864413850647,0.0,0.2342752659574469,0.24460992907801424
598473,0.34184151205132657,0.15,0.37,0.12121212121212122
598485,0.37808174027686225,0.19019191919191925,0.14522849462365592,0.15226264418811006
598522,0.5408163265306123,0.1,0.04,0.08080808080808081
599623,0.5258394758394759,0.017834224598930488,0.056498951781970654,0.1763440860215054
600079-16A,0.4782828282828281,0.32,0.07,0.29858585858585823
602296,0.42841463414634146,0.33503401360544216,0.08971993962770416,0.02116461366181411
602759,0.0,0.26,0.01020408163265306,0.5808163265306122
603680-2A,0.41902040816326547,0.06211340206185573,0.020202020202020204,0.25
603749,0.4498979591836734,0.12,0.026597402597402585,0.28
604532-A,0.11,0.1850340136054423,0.35,0.31
605352,0.2156214039125432,0.010638297872340425,0.5769799878714372,0.125
605996,0.28755760368663585,0.05102040816326531,0.23678084469571,0.3
606477,0.3,0.09090909090909091,0.37487373737373747,0.20607983082209894
606614-1A,0.3930646672914712,0.09090909090909091,0.09,0.2
606629,0.5466511627906976,0.10857877512856486,0.1955991516436904,0.17185921717171718
607326,0.3260490713139189,0.19248411163304802,0.15,0.04052772624201199
607334,0.47180727961287605,0.09278350515463918,0.031582446808510634,0.41707070707070704
607341,0.2543782654127481,0.02105263157894737,0.5059963993906661,0.23209090909090904
607653-1E,0.11764705882352941,0.11,0.6531700680272109,0.41
608137,0.5853658536585366,0.0,0.05154639175257732,0.09772004241781558
608408,0.31886836567687615,0.0,0.12121212121212122,0.041237113402061855
610592-7A,0.24242424242424243,0.13978494623655913,0.30691003911342896,0.34151323360184116
610780-1C,0.5801395348837209,0.3302405498281788,0.08,0.15
611170-1F,0.5068625756266208,0.07686597938144436,0.40816326530612246,0.1
616125-9A,0.13,0.5085463917525775,0.2797209302325582,0.19
620243-7A,0.3,0.25543735224586284,0.18947368421052632,0.2929591836734694
624584-1E,0.1326530612244898,0.0707070707070707,0.1919191919191919,0.44047619047619047
625144-11A,0.420879120879121,0.22916666666666663,0.5158913412563667,0.10826881720430111
625670-7B,0.33166666666666667,0.06350806451612903,0.21212121212121213,0.23
625852-7A,0.08032323232323232,0.26,0.07,0.4980000000000001
628188,0.2764274322169065,0.06,0.71,0.020202020202020204
629535-7A,0.5517241379310345,0.11553539019963707,0.11245786516853934,0.102407116692831
630657-5A,0.1,0.38,0.010309278350515464,0.29
631148,0.5538852913968549,0.17346938775510204,0.15217391304347827,0.24
633785-C,0.12487113402061853,0.18,0.2828282828282828,0.3114100185528753
635428,0.5454545454545454,0.14,0.06451612903225806,0.04
637800,0.43608837970540104,0.19930232558139543,0.3323333333333335,0.11713554987212285
641101-7A,0.32,0.18,0.12631578947368421,0.27835051546391754
645136-1C,0.5640782828282829,0.17,0.35353535353535354,0.23
646462-A,0.7323469387755102,0.2,0.020202020202020204,0.362280701754386
646535-B,0.3882086167800453,0.15248081841432226,0.43617021276595747,0.08639551192145861
647358-7B,0.3529075091575092,0.31313131313131315,0.10638297872340426,0.03174692049272117
651648-8C,0.389326530612245,0.08762541806020072,0.030833158005470245,0.16868686868686916
652436-A,0.33,0.27136363636363636,0.030612244897959183,0.14
658302-1C,0.3465447154471546,0.09119830328738077,0.5,0.138961038961039
659951-7A,0.45,0.09183673469387756,0.32323232323232326,0.11922448979591907
659966-2A,0.5353535353535354,0.37373737373737376,0.020202020202020204,0.2724545454545454
660488,0.34,0.11,0.38687683284457497,0.18
666526-8A,0.2608695652173913,0.08333333333333333,0.41,0.04040404040404041
669698-7B,0.22916666666666666,0.18200371057513898,0.26804123711340205,0.18219306466729113
712280-8A,0.5995959595959596,0.27635552505147565,0.35533055390113166,0.21839080459770116
714342-1B,0.22244897959183704,0.12,0.4783071230342277,0.11
717810-3A,0.6236432637571158,0.18888888888888888,0.0,0.23971134020618567
718715-1B,0.04,0.15275200989486715,0.11,0.4
718744-A,0.31,0.1717171717171717,0.3159505907626209,0.2206666666666668
719181-7C,0.5154326772883473,0.14791666666666659,0.07067861715749038,0.26262626262626265
720062-1D,0.31868131868131866,0.19021531100478464,0.3118102372034956,0.38024122807017535
721680-1C,0.4,0.2615560640732264,0.32,0.0707070707070707
722759-1A,0.3549783549783549,0.3197525773195876,0.15475533614055464,0.11202749140893466
722945-1P,0.5398651685393259,0.12641258318209317,0.3399615586230998,0.03685854529228024
725169-1A,0.3645833333333333,0.16,0.09518796992481207,0.24
725447-7D,0.6598556701030928,0.23300000000000012,0.01,0.35
725602-1D,0.4269897003745318,0.24027586206896556,0.13863829787234053,0.07216494845360824
726240-1A,0.36,0.13131313131313133,0.2953205524634095,0.3718723404255318
726260-A,0.40404040404040403,0.28,0.23232323232323232,0.15
727328-1B,0.31313131313131315,0.07,0.040404040404040414,0.12
727329-1B,0.5552878179384204,0.1919191919191919,0.23,0.26
728293-B,0.4583333333333333,0.0,0.06451612903225806,0.1
734264-1C,0.25510204081632654,0.14,0.2,0.26
734474-8A,0.6120204081632653,0.5611020408163265,0.21805147058823532,0.12026169192900636
734678-3H,0.09,0.45,0.15,0.014285714285714285
735718-1D,0.6326530612244898,0.16129032258064516,0.10204081632653061,0.30303030303030304
736428-9A,0.5204081632653061,0.07216494845360824,0.22975000000000023,0.020986842105263217
738395-1A,0.23923809523809522,0.10728205128205129,0.02451063829787231,0.40651412079983507
738835-10C,0.5,0.1880000000000001,0.010000000000000002,0.39
739073-1C,0.4943608247422685,0.05102040816326531,0.26262626262626265,0.022988505747126436
742284-1A,0.52,0.15151515151515152,0.31499202551834143,0.09090909090909091
745549-13A,0.37864030858244935,0.15384615384615385,0.49762441477371244,0.5112287712287711
745770-8B,0.52,0.1,0.13,0.33
749464-10B,0.35400000000000004,0.42219207813347803,0.5054848484848485,0.24400000000000005
762333-3C,0.5426716141001859,0.11973913043478264,0.25,0.2891958762886599
