,STR,LYM,DEB,NORM
1026760,0.4020618556701031,0.22,0.32978723404255317,0.24
1026761,0.18,0.05,0.5025252525252526,0.21649484536082475
1026762,0.46,0.07,0.48674242424242464,0.15
1026763,0.39,0.1414141414141414,0.25252525252525254,0.2932037768994291
1026764,0.2,0.010752688172043012,0.5934065934065934,0.13198309626881055
1026765,0.45,0.34,0.07142857142857142,0.47907608695652176
1026766,0.1958762886597938,0.14,0.37319463289612537,0.4791666666666667
1026768,0.36867790594498695,0.1958762886597938,0.31,0.5050505050505051
1026769,0.32,0.05060733921493416,0.17456626061277225,0.19547654113191681
1026770,0.13793103448275862,0.14,0.23232323232323232,0.6631578947368421
1026771,0.3,0.1,0.44,0.24146528576908324
1026772,0.16,0.2121212121212121,0.21654639175257734,0.3877551020408163
1026773,0.44210526315789467,0.17,0.2014141414141415,0.13131313131313133
1026774,0.1411764705882353,0.1,0.38666666666666666,0.37777777777777777
1026775,0.22,0.04,0.2,0.4
1026776,0.5450592885375495,0.0,0.25510277677605486,0.05476685476685483
1026777,0.305,0.355,0.02094298245614035,0.43624807395993837
1026778,0.27,0.29,0.12371134020618557,0.5666041861918152
1026779,0.5360824742268041,0.16494845360824742,0.4300322580645161,0.10917613636363635
1026780,0.1111111111111111,0.06060606060606061,0.48,0.13
1026781,0.2857142857142857,0.031914893617021274,0.22340425531914893,0.3880597014925373
1026782,0.2983697153909919,0.04310823311748373,0.5084745762711864,0.25
1026783,0.41,0.19565217391304346,0.38,0.04
1026784,0.48,0.07291666666666667,0.21999999999999997,0.03
1026785,0.3645833333333333,0.16,0.10588235294117647,0.09
1026786,0.4032938076416336,0.21000000000000002,0.09,0.1297647058823529
1026787,0.6005128205128205,0.15,0.3537143587776499,0.5636363636363636
1026796,0.25,0.17894736842105263,0.06,0.5657412257726558
1026797,0.25,0.1326530612244898,0.03571428571428571,0.6875
1026798,0.3122983870967744,0.04040404040404041,0.54,0.21164274322169102
1026799,0.13707107843137256,0.1717171717171717,0.7135642135642136,0.05091836734693879
1026800,0.3197635933806148,0.08522796352583589,0.31886258071825085,0.1758346581875994
1026801,0.47025274725274757,0.20202020202020202,0.35,0.2
1026802,0.35404040404040416,0.040404040404040414,0.13,0.13131313131313133
1026803,0.3930462519936207,0.15777646363098763,0.11247191011235956,0.15990446335273956
1026804,0.4344927536231887,0.04051324051324054,0.32000000000000006,0.20833333333333334
1026805,0.05813953488372093,0.07823426573426573,0.1625493223537485,0.3082336382828994
1026806,0.5248087795144666,0.2825942350332595,0.12631578947368421,0.3073578595317727
1026807,0.3196701030927836,0.020618556701030927,0.45999999999999996,0.16
1026808,0.4126984126984127,0.05102040816326531,0.3684210526315789,0.18181818181818182
1026809,0.41980645161290325,0.12244897959183673,0.35766917293233086,0.2907646048109967
1026810,0.19458740017746234,0.0791910112359551,0.2537649542575652,0.6222222222222222
1026811,0.1717171717171717,0.020618556701030927,0.5306122448979592,0.17000000000000004
1026812,0.35114045618247325,0.10309278350515463,0.25510204081632654,0.3434343434343434
1026813,0.47959183673469385,0.02040816326530612,0.4734586466165415,0.18927631578947388
1026814,0.4824884792626729,0.07142857142857142,0.41414141414141414,0.33
1026815,0.14,0.24242424242424243,0.4393877551020408,0.5075773195876289
1026816,0.37920145190562615,0.010309278350515464,0.4807088607594937,0.03
1026817,0.5241578014184398,0.03132690389092119,0.5464539007092198,0.04558629776021084
1026818,0.43653779171020557,0.08432466708941026,0.5331250000000001,0.13753999289015287
1026819,0.20689655172413793,0.1360103963612736,0.051415251415251446,0.7
1026821,0.1326530612244898,0.09,0.10638297872340427,0.5666666666666667
1026822,0.12776868521549373,0.11,0.5901818181818183,0.06318454363757496
1026823,0.03409090909090909,0.05263157894736842,0.3440688775510205,0.41507092198581563
1026825,0.1951219512195122,0.0,0.5360824742268041,0.011627906976744186
1026827,0.2736842105263158,0.030612244897959183,0.62,0.21428571428571427
1026828,0.5120436507936507,0.08181646881477289,0.3333333333333333,0.09228744939271255
1026829,0.6121488595438176,0.0907272727272727,0.2532690763052209,0.325257490636704
1026831,0.5,0.0408584052177572,0.5572809278350516,0.04171052631578947
1026832,0.4,0.023148890670943573,0.2916666666666667,0.16
1026833,0.18133462282398455,0.030612244897959183,0.6105263157894737,0.23
1026834,0.31313131313131315,0.21337386018237095,0.35353535353535354,0.06779661016949153
1026835,0.33789416455237403,0.030612244897959183,0.543498817966903,0.020305091733663162
1026836,0.3225000000000001,0.04040404040404041,0.29436532507739943,0.15
1026837,0.3469387755102041,0.03378404113502192,0.6363636363636364,0.3333333333333333
1026838,0.4458049886621323,0.18181818181818182,0.06424606845513439,0.1836734693877551
1026839,0.494949494949495,0.12121212121212122,0.22826086956521738,0.14
1026848,0.41414141414141414,0.030303030303030304,0.4642857142857143,0.2708333333333333
1026849,0.35,0.11224489795918367,0.26,0.32773654916512085
1026850,0.14240121580547102,0.04040404040404041,0.7,0.04210526315789474
1026851,0.5816326530612245,0.040121212121212155,0.4307395069953365,0.08163265306122448
1026852,0.439111824505083,0.2235294117647059,0.4872407291011942,0.43397833759279547
1026853,0.57,0.11224489795918367,0.20208467655276166,0.020202020202020204
1026854,0.4452974828375285,0.07592506938020348,0.6021505376344086,0.01111111111111111
1026855,0.4242424242424243,0.08939232409381664,0.1612962962962965,0.0
1026856,0.5806451612903226,0.02,0.22790322580645161,0.0
1026857,0.5569620253164557,0.21621621621621623,0.2,0.2
1026858,0.5186147186147186,0.08892857142857144,0.4791656705713604,0.02857142857142857
1026861,0.6228200371057515,0.16736842105263172,0.4246603970741903,0.40460139111824506
1026863,0.55,0.1731546391752577,0.08,0.7
1026864,0.27666354264292414,0.15603072689750064,0.29519230769230775,0.29473684210526313
1026865,0.5,0.3295602777193351,0.09888753222086553,0.3375
1026866,0.10309278350515463,0.041237113402061855,0.6,0.5257731958762887
1026867,0.19625350140056022,0.02000800320128051,0.1875,0.5518734891216761
1026868,0.20618556701030927,0.15,0.3076923076923077,0.42708333333333326
1026869,0.07042253521126761,0.08055555555555557,0.08888888888888889,0.7270813397129188
1026872,0.5072090395480225,0.2227197346600331,0.29185897435897434,0.3531563845050215
1026873,0.47,0.042105263157894736,0.41,0.1396962025316455
1026874,0.5543478260869565,0.08823529411764706,0.054945054945054944,0.06756756756756757
1026877,0.5612423916935194,0.15641447368421058,0.2525600835945664,0.5685681946802491
1026878,0.5,0.28,0.27789010989011004,0.09
1026879,0.45,0.13043478260869565,0.36470588235294116,0.29347826086956524
1026880,0.3409254375449534,0.1660000000000001,0.5197594501718213,0.34800000000000003
1026882,0.3924086223055294,0.041237113402061855,0.20663418290854568,0.6464646464646465
1026883,0.5787006578947369,0.029695652173913088,0.3529692529692531,0.026358974358974406
1026885,0.2995876288659794,0.08698969072164967,0.28683223992502355,0.6407826086956522
1026886,0.02022263450834882,0.01,0.5979381443298969,0.32999999999999996
