,far_LYM,around_LYM,inside_LYM
1026760,11.222847948511665,5.87288817377313,1.6492357200321803
1026761,0.17690169320192065,2.2744503411675514,1.2130401819560273
1026762,1.8705985915492958,3.367077464788732,6.734154929577464
1026763,1.6315891098667699,1.8150222050588916,6.024329021046534
1026764,0.05443658138268917,0.8437670114316821,2.1774632553075666
1026765,33.73539389370524,9.460987561251413,14.323407463249152
1026766,9.799724812719768,4.127809203485706,3.715028283137135
1026768,1.15995115995116,10.225885225885225,23.076923076923077
1026769,2.4407012719147474,2.2688209006531452,2.0969405293915435
1026770,0.04866653688923496,1.0803971189410162,11.26143663616897
1026771,3.6374974017875696,1.6628559551028894,2.5150696320931196
1026772,0.3952569169960474,6.719367588932807,12.277667984189723
1026773,9.404626469472886,5.688282138794084,9.708001516875237
1026774,1.0971609546431398,1.379934396561475,1.719262526863477
1026775,0.18205892088712347,0.5213505461767627,0.4799735187024164
1026776,2.1172638436482085,0.21715526601520088,0.0
1026777,42.71356783919598,27.30318257956449,1.340033500837521
1026778,26.713233905984517,6.985085897677931,15.25391731168586
1026779,5.18796992481203,6.3659147869674175,11.553884711779448
1026780,0.20117351215423301,1.4249790444258172,2.347024308466052
1026781,0.3304146704113663,1.1729720799603502,1.486866016851148
1026782,0.0,0.7674297606659729,1.2096774193548387
1026783,6.154058913013414,7.910385838749827,5.89130134144655
1026784,0.20551073222712743,2.1236108996803167,4.201552747754604
1026785,0.014144271570014143,5.62942008486563,7.128712871287128
1026786,3.4533566626761214,4.309789115019799,9.558891242287505
1026787,6.8815646504889525,3.223469757334299,11.046722202100687
1026796,0.44823722092923024,1.6033100594776313,8.395827945866735
1026797,0.7895535985423625,6.7719404798056475,6.7719404798056475
1026798,0.42942235766726694,0.7480260423881424,2.6319434824767973
1026799,2.7892561983471076,29.028925619834713,1.6528925619834711
1026800,0.050327126321087066,8.002013085052843,9.813789632611977
1026801,0.8726695755652519,7.159857199523999,22.748909163030543
1026802,0.1012829169480081,0.6076975016880486,1.223835246455098
1026803,12.143611404435058,8.447729672650475,1.5311510031678985
1026804,0.24346696964778447,1.379646161337445,2.75929232267489
1026805,0.3188097768331562,2.4442082890541976,2.284803400637619
1026806,0.16963528413910092,12.46819338422392,26.8871925360475
